term_id,token,term_frequency,document_frequency
2519,həsrətini,12,11
2520,həyatın,12,12
2521,ildə,12,9
2522,iraq,12,12
2523,istəsə,12,9
2524,iti,12,12
2525,işrət,12,10
2526,keyfiyyəti,12,6
2527,küfr,12,11
2528,la,12,10
2529,lütfi,12,10
2530,ləlin,12,12
2531,ləzzəti,12,11
2532,mahalı,12,11
2533,məclisinə,12,7
2534,mərhəba,12,11
2535,məryəm,12,8
2536,nari,12,11
2537,nazənin,12,11
2538,neysan,12,10
2539,niyaz,12,12
2540,nişanası,12,4
2541,nsaf,12,12
2542,nədəndir,12,11
2543,nəsihət,12,9
2544,olmasaydı,12,12
2545,oturub,12,9
2546,otuz,12,11
2547,oxurlar,12,3
2548,oğlunu,12,4
2549,piyada,12,9
2550,qalar,12,8
2551,qalxar,12,9
2552,qatı,12,11
2553,qeyr,12,12
2554,qol,12,12
2555,qovğa,12,11
2556,qoydum,12,10
2557,qılıncı,12,10
2558,qəlbin,12,9
2559,qəlbində,12,11
2560,qəmdə,12,11
2561,qənd,12,9
2562,qəsd,12,12
2563,qəti,12,11
2564,raq,12,2
2565,rövzeyi,12,12
2566,rədd,12,11
2567,rəvanım,12,11
2568,sakit,12,8
2569,saqiya,12,11
2570,sayeyi,12,11
2571,sevda,12,12
2572,sevən,12,10
2573,simü,12,9
2574,sona,12,11
2575,sücud,12,10
2576,sün,12,11
2577,sünbülün,12,11
2578,sürahi,12,12
2579,sürmə,12,11
2580,süzən,12,7
2581,sǝnǝm,12,12
2582,səda,12,10
2583,sərraf,12,12
2584,sərvə,12,12
2585,səsini,12,9
2586,tamama,12,9
2587,tapa,12,9
2588,tazələ,12,1
2589,töküldü,12,9
2590,tüğyan,12,11
2591,təbiət,12,9
2592,təlim,12,11
2593,tərkin,12,12
2594,uşaqlar,12,10
2595,vermək,12,10
2596,verməzəm,12,1
2597,vücudin,12,2
2598,vüsalə,12,9
2599,vəqti,12,12
2600,x,12,2
2601,xam,12,10
2602,xidmət,12,8
2603,xülasə,12,7
2604,xətayi,12,12
2605,xətin,12,12
2606,xəttü,12,10
2607,xеyli,12,7
2608,yanından,12,9
2609,yaylaq,12,5
2610,yaylağa,12,5
2611,yayın,12,8
2612,yaşın,12,8
2613,yaşını,12,9
2614,yerin,12,12
2615,yetir,12,12
2616,yetirdi,12,11
2617,yetǝr,12,2
2618,yüzün,12,10
2619,z,12,5
2620,zülali,12,11
2621,çəkməkdən,12,11
2622,çəkməçi,12,2
2623,öldür,12,12
2624,ömrün,12,11
2625,ötəri,12,10
2626,özümə,12,12
2627,ümid,12,12
2628,ürəyində,12,9
2629,üzümə,12,12
2630,üçündür,12,4
2631,üştə,12,11
2632,şahidi,12,12
2633,şapəri,12,1
2634,şimdi,12,12
2635,şövqi,12,12
2636,şəmkirli,12,2
2637,şərabı,12,12
2638,şəriət,12,11
2639,əhlinin,12,7
2640,əlacı,12,9
2641,əlimdə,12,11
2642,əmanət,12,8
2643,əqlin,12,6
2644,ərşin,12,7
2645,əyləşdi,12,6
2646,əz,12,10
2647,е,12,5
2648,adamlardan,11,6
2649,adına,11,10
2650,aldın,11,11
2651,allahı,11,10
2652,alsa,11,11
2653,alım,11,10
2654,asar,11,10
2655,atalar,11,8
2656,atar,11,11
2657,axan,11,10
2658,axir,11,11
2659,aydın,11,11
2660,açan,11,9
2661,ağlaram,11,9
2662,aşiyan,11,11
2663,bad,11,11
2664,bada,11,9
2665,basıb,11,11
2666,bilmirdi,11,8
2667,birbaş,11,6
2668,böhtan,11,9
2669,bədəni,11,10
2670,bəhlul,11,2
2671,bər,11,9
2672,bəxtim,11,11
2673,bəyaz,11,11
2674,c,11,2
2675,camalına,11,10
2676,camı,11,9
2677,canda,11,10
2678,candır,11,10
2679,cavanlar,11,8
2680,cövlan,11,9
2681,cənnətin,11,11
2682,dami,11,10
2683,daməni,11,10
2684,danışa,11,7
2685,dağına,11,7
2686,daşın,11,10
2687,deyildir,11,9
2688,deyirdi,11,7
2689,deyəndən,11,4
2690,dillə,11,9
2691,divar,11,8
2692,diyar,11,8
2693,dişin,11,10
2694,dodaq,11,11
2695,duman,11,9
2696,dü,11,6
2697,dəmlər,11,2
2698,dərində,11,5
2699,dеmə,11,9
2700,edirlər,11,8
2701,eləyim,11,10
2702,etmişdi,11,7
2703,etsəm,11,11
2704,eybi,11,10
2705,eyşü,11,9
2706,eşit,11,11
2707,eşqdir,11,8
2708,fatma,11,1
2709,fikrim,11,11
2710,fəraqın,11,11
2711,gedim,11,10
2712,gedirəm,11,11
2713,getsin,11,8
2714,girmə,11,9
2715,girəndə,11,8
2716,gözlədilər,11,6
2717,gözlərinə,11,10
2718,gözümə,11,11
2719,gülbərgi,11,11
2720,güldən,11,10
2721,gülzarə,11,11
2722,gülüm,11,9
2723,günah,11,9
2724,gündür,11,10
2725,günüm,11,11
2726,gədə,11,2
2727,gəlgil,11,8
2728,gəlməsün,11,1
2729,gətirər,11,10
2730,gəzdim,11,8
2731,gəzmə,11,9
2732,gеtməz,11,7
2733,hacət,11,11
2734,havası,11,8
2735,heyrət,11,11
2736,huşum,11,9
2737,hərəsi,11,10
2738,həvadən,11,11
2739,illər,11,10
2740,in,11,11
2741,istəyən,11,10
2742,işdə,11,9
2743,kam,11,10
2744,kağızın,11,3
2745,keçir,11,11
2746,keçmişəm,11,3
2747,kimdi,11,8
2748,kimsəyə,11,11
2749,kirpigin,11,10
2750,kuyinə,11,10
2751,kəbab,11,11
2752,kəmalə,11,8
2753,kəsb,11,11
2754,libası,11,11
2755,löi,11,10
2756,me,11,11
2757,minnət,11,8
2758,mirzə,11,9
2759,mizan,11,11
2760,murad,11,11
2761,mıqıç,11,1
2762,mərdanə,11,10
2763,məstin,11,8
2764,məsələni,11,7
2765,nagah,11,10
2766,namus,11,10
2767,narın,11,3
2768,neylər,11,11
2769,nigarım,11,11
2770,nisar,11,10
2771,nişə,11,10
2772,olalı,11,8
2773,olmağa,11,10
2774,onunçün,11,9
2775,ordan,11,5
2776,ortalığa,11,9
2777,ortaya,11,6
2778,oxudum,11,10
2779,oxumağa,11,8
2780,oxuyuram,11,6
2781,parça,11,10
2782,pərvanətək,11,10
2783,qabağa,11,11
2784,qandasan,11,2
2785,qanını,11,9
2786,qapıdan,11,9
2787,qapıya,11,9
2788,qarşısında,11,11
2789,qazan,11,9
2790,qolundan,11,7
2791,qorxma,11,11
2792,qoçaq,11,8
2793,qurtar,11,10
2794,quşlar,11,6
2795,qüdrət,11,11
2796,qılmaq,11,11
2797,qılsın,11,11
2798,qırıldı,11,8
2799,qəddimi,11,11
2800,qəddinə,11,10
2801,qəhr,11,11
2802,qəlbimi,11,8
2803,qəmxar,11,11
2804,qəribə,11,9
2805,qəsdinə,11,9
2806,qətreyi,11,10
2807,riya,11,10
2808,rüxündən,11,11
2809,rəhimin,11,1
2810,rəhməti,11,11
2811,rəngli,11,9
2812,rəvadır,11,11
2813,rəşki,11,11
2814,salsın,11,9
2815,saxsı,11,3
2816,sayəsində,11,8
2817,sel,11,9
2818,sevdayi,11,11
2819,seyyidi,11,11
2820,sizlərə,11,3
2821,suzi,11,11
2822,söylənir,11,5
2823,sözdür,11,10
2824,sübhün,11,9
2825,sünbül,11,11
2826,sığmaz,11,9
2827,səhv,11,10
2828,sərvəri,11,10
2829,səvab,11,11
2830,t,11,6
2831,tale,11,11
2832,talib,11,11
2833,talibi,11,11
2834,tapşırdı,11,9
2835,tiri,11,11
2836,təhər,11,6
2837,təlx,11,10
2838,tənim,11,11
2839,tərəfdə,11,9
2840,unut,11,3
2841,uğrar,11,3
2842,vallah,11,11
2843,vermədin,11,4
2844,xaliqi,11,11
2845,xaloğlu,11,2
2846,xalqa,11,11
2847,xud,11,8
2848,xuraman,11,11
2849,xəti,11,11
2850,xеyirliklə,11,4
2851,yalnız,11,9
2852,yarü,11,8
2853,yazan,11,10
2854,yazmış,11,10
2855,yeridi,11,3
2856,yetməz,11,9
2857,zalim,11,8
2858,zarə,11,11
2859,zikr,11,11
2860,zilini,11,7
2861,zəhər,11,8
2862,çaki,11,10
2863,çatmaz,11,8
2864,çoxusu,11,7
2865,çıxa,11,11
2866,çəkdiyim,11,11
2867,çəkildi,11,9
2868,çəksin,11,11
2869,çəməndə,11,10
2870,çох,11,4
2871,ölən,11,9
2872,önündə,11,11
2873,ürəyimdə,11,8
2874,üstümə,11,11
2875,üzdən,11,11
2876,şeyi,11,10
2877,şeyx,11,10
2878,şi,11,10
2879,şö,11,10
2880,ǝhli,11,9
2881,əcayib,11,9
2882,əfv,11,9
2883,əlac,11,10
2884,ələm,11,11
2885,əmələ,11,5
2886,ənəlhəq,11,10
2887,əskik,11,11
2888,əsəd,11,5
2889,əyə,11,7
2890,əzbər,11,10
2891,əzim,11,8
2892,əziyyət,11,9
2893,еtdi,11,10
2894,18,10,6
2895,adamları,10,6
2896,adamın,10,6
2897,alçaq,10,9
2898,anam,10,9
2899,arada,10,10
2900,arası,10,8
2901,avçı,10,2
2902,axırı,10,10
2903,ayda,10,8
2904,ayru,10,9
2905,açır,10,9
2906,ağladı,10,8
2907,ağlım,10,10
2908,ağız,10,8
2909,aşıqların,10,5
2910,aşığa,10,8
2911,barabar,10,6
2912,baran,10,7
2913,bas,10,9
2914,baxtı,10,10
2915,bazara,10,9
2916,bağa,10,7
2917,bağda,10,6
2918,başımdan,10,10
2919,bilib,10,10
2920,bilməyən,10,10
2921,bilsən,10,5
2922,binəva,10,9
2923,birinci,10,9
2924,boylu,10,9
2925,budaq,10,9
2926,bunda,10,10
2927,büllur,10,10
2928,bǝnzǝr,10,4
2929,bərbad,10,9
2930,bəyənmir,10,3
2931,bəzənib,10,10
2932,cahil,10,10
2933,camaatı,10,6
2934,camahat,10,2
2935,canana,10,9
2936,cansız,10,8
2937,canımın,10,10
2938,cavabını,10,8
2939,cavidan,10,9
2940,cismimi,10,10
2941,cəhətdən,10,10
2942,dadı,10,8
2943,danaları,10,2
2944,danışdılar,10,8
2945,danışır,10,8
2946,danə,10,9
2947,dağa,10,9
2948,dağın,10,6
2949,daşa,10,10
2950,dediyi,10,5
2951,deməyə,10,9
2952,deyilmi,10,3
2953,dilimdə,10,10
2954,dilimi,10,9
2955,dodağından,10,9
2956,dolandım,10,9
2957,doyunca,10,9
2958,dövlətim,10,10
2959,dövlətin,10,8
2960,dövlətü,10,8
2961,dövridir,10,1
2962,düri,10,10
2963,düzdü,10,8
2964,düşmüşdür,10,4
2965,düşmənin,10,7
2966,düşmənə,10,10
2967,dərk,10,8
2968,dəryayə,10,8
2969,dеdilər,10,4
2970,dеyildi,10,5
2971,dеyə,10,9
2972,dеyən,10,8
2973,dеyəsən,10,5
2974,edənlər,10,8
2975,edərək,10,8
2976,elmdən,10,8
2977,etmǝk,10,3
2978,eyləyər,10,9
2979,eyş,10,8
2980,eşqindən,10,10
2981,feyz,10,9
2982,filani,10,3
2983,fəqir,10,10
2984,fəzl,10,9
2985,gedirdi,10,7
2986,göllər,10,6
2987,gördükdə,10,9
2988,görgəc,10,3
2989,görməsin,10,9
2990,görüşdülər,10,8
2991,göstərir,10,9
2992,göstərər,10,10
2993,gözlü,10,10
2994,gözləyir,10,9
2995,gühər,10,8
2996,günahım,10,9
2997,gəlhagəl,10,6
2998,gəlif,10,2
2999,gəlmir,10,9
3000,gətirdilər,10,6
3001,gətiribsən,10,2
3002,gəzib,10,9
3003,gеtdilər,10,6
3004,halda,10,8
3005,heyf,10,9
3006,hifz,10,7
3007,hikməti,10,9
3008,hiylə,10,9
3009,hökmi,10,9
3010,həftə,10,7
3011,həmdəmim,10,8
3012,həvayi,10,10
3013,həzar,10,9
3014,ibadət,10,9
3015,idin,10,9
3016,iltifat,10,10
3017,ilǝn,10,9
3018,imami,10,6
3019,inayət,10,10
3020,intizar,10,10
3021,irazı,10,4
3022,irəli,10,7
3023,istəsən,10,8
3024,iyidin,10,8
3025,içsə,10,8
3026,işini,10,10
3027,kaman,10,10
3028,kifayətdir,10,2
3029,kiçik,10,9
3030,könlümdə,10,9
3031,kəklik,10,7
3032,kən,10,10
3033,kərə,10,9
3034,kəsi,10,9
3035,kəsir,10,9
3036,leylü,10,9
3037,ləlü,10,9
3038,mahala,10,8
3039,mail,10,9
3040,manatı,10,2
3041,mat,10,7
3042,mehrü,10,9
3043,meydən,10,8
3044,meylə,10,7
3045,mirza,10,1
3046,mötəbər,10,9
3047,mübtəla,10,10
3048,müddətdi,10,10
3049,mülkünə,10,10
3050,müxtəsəri,10,10
3051,müştaqiyəm,10,2
3052,məhrəm,10,10
3053,məhəbbətin,10,10
3054,məhərrəm,10,2
3055,mələkdir,10,10
3056,mənzili,10,10
3057,məscid,10,9
3058,mеydana,10,7
3059,nab,10,10
3060,naseh,10,9
3061,navəki,10,9
3062,neyçün,10,9
3063,nisbǝtlidir,10,1
3064,nşallah,10,9
3065,nǝdir,10,3
3066,nəqdi,10,9
3067,nərə,10,8
3068,nəsnə,10,10
3069,nəzəri,10,10
3070,nеçün,10,2
3071,odun,10,8
3072,odundan,10,10
3073,olarmı,10,7
3074,olduqca,10,9
3075,olmadım,10,7
3076,onnan,10,3
3077,oradan,10,5
3078,ordu,10,8
3079,oturmuş,10,3
3080,oxudular,10,8
3081,oğru,10,7
3082,oğrun,10,9
3083,paltar,10,7
3084,piyalə,10,10
3085,pula,10,10
3086,pullu,10,3
3087,pərdeyi,10,10
3088,qabaqda,10,5
3089,qabil,10,10
3090,qaf,10,9
3091,qalmış,10,9
3092,qalxdı,10,10
3093,qalıbdır,10,9
3094,qanıma,10,10
3095,qapısına,10,7
3096,qarət,10,9
3097,qasid,10,9
3098,qaş,10,10
3099,qaşınla,10,10
3100,qibləm,10,10
3101,qiymətli,10,9
3102,qonu,10,5
3103,qopar,10,10
3104,qoyan,10,9
3105,qönçeyi,10,9
3106,qürbətdə,10,9
3107,qüssədən,10,10
3108,qılmadı,10,10
3109,qızım,10,2
3110,qǝlǝndǝr,10,1
3111,qəddim,10,10
3112,qədrin,10,10
3113,qəflət,10,10
3114,qəhri,10,10
3115,qəlbimin,10,8
3116,qəlbini,10,10
3117,qəmə,10,9
3118,rus,10,5
3119,rüxsar,10,9
3120,rəf,10,9
3121,sadə,10,10
3122,sakin,10,10
3123,salsa,10,9
3124,salıbsan,10,9
3125,saman,10,8
3126,sanı,10,9
3127,saqiyi,10,9
3128,saza,10,6
3129,sağı,10,10
3130,sağər,10,9
3131,seyid,10,4
3132,sinəmə,10,9
3133,sirişkim,10,10
3134,siyəh,10,10
3135,sorma,10,9
3136,suda,10,10
3137,sudan,10,10
3138,sözlər,10,6
3139,sözünün,10,8
3140,sərinə,10,9
3141,sərvin,10,9
3142,səyyad,10,9
3143,sәn,10,3
3144,tapdım,10,6
3145,tiğin,10,10
3146,ucu,10,8
3147,ud,10,8
3148,unutma,10,10
3149,ustadı,10,7
3150,uçar,10,10
3151,vura,10,7
3152,vəch,10,8
3153,vədə,10,10
3154,vəqt,10,10
3155,vəsf,10,9
3156,xal,10,9
3157,xalı,10,10
3158,xanıma,10,3
3159,xarü,10,10
3160,xeyri,10,9
3161,xilas,10,9
3162,xudayi,10,8
3163,xurma,10,8
3164,xəlvət,10,10
3165,xərc,10,10
3166,y,10,4
3167,yanda,10,7
3168,yandırır,10,10
3169,yanmış,10,8
3170,yanır,10,7
3171,yaralı,10,9
3172,yaram,10,10
3173,yazdığı,10,4
3174,yetməzmi,10,3
3175,yeyib,10,10
3176,yеridi,10,3
3177,zahidi,10,10
3178,zahidin,10,7
3179,zamanda,10,9
3180,zat,10,9
3181,zinət,10,9
3182,ziyad,10,10
3183,zühur,10,10
3184,zənəxdanın,10,10
3185,zərrin,10,10
3186,çal,10,10
3187,çağırır,10,7
3188,çeşmin,10,10
3189,çiyninə,10,7
3190,çırağı,10,10
3191,çıxanda,10,9
3192,çıxmadı,10,7
3193,çəkirsən,10,3
3194,çəkmişəm,10,10
3195,çəng,10,8
3196,ürfan,10,9
3197,üstündən,10,10
3198,üzüldü,10,9
3199,şəhrə,10,10
3200,şəninə,10,8
3201,şəri,10,10
3202,əbədi,10,8
3203,əfsana,10,9
3204,əfzun,10,10
3205,əkbər,10,10
3206,əmri,10,8
3207,əridi,10,10
3208,ərənlər,10,4
3209,əsrari,10,10
3210,əsədullahın,10,1
3211,ət,10,10
3212,ətəgin,10,2
3213,əvvəlki,10,6
3214,əvəzi,10,9
3215,əzm,10,8
3216,оldu,10,5
3217,оnun,10,8
